Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RFB","Fertilizers by Product","040","Austria","5157","Agricultural Use","4002","Ammonium sulphate","2021","2021","t","19265.64","A","Official figure"
"RFB","Fertilizers by Product","040","Austria","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2021","2021","t","247673.76","A","Official figure"
"RFB","Fertilizers by Product","040","Austria","5157","Agricultural Use","4030","Fertilizers n.e.c.","2021","2021","t","9858.08","A","Official figure"
"RFB","Fertilizers by Product","040","Austria","5157","Agricultural Use","4021","NPK fertilizers","2021","2021","t","130204.84","A","Official figure"
"RFB","Fertilizers by Product","040","Austria","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2021","2021","t","9614.52","A","Official figure"
"RFB","Fertilizers by Product","040","Austria","5157","Agricultural Use","4018","Other potassic fertilizers, n.e.c.","2021","2021","t","13359.18","A","Official figure"
"RFB","Fertilizers by Product","040","Austria","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2021","2021","t","29380.02","A","Official figure"
"RFB","Fertilizers by Product","040","Austria","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2021","2021","t","6317.82","A","Official figure"
"RFB","Fertilizers by Product","040","Austria","5157","Agricultural Use","4001","Urea","2021","2021","t","19053.49","A","Official figure"
"RFB","Fertilizers by Product","040","Austria","5157","Agricultural Use","4006","Urea and ammonium nitrate solutions (UAN)","2021","2021","t","2630.96","A","Official figure"
"RFB","Fertilizers by Product","048","Bahrain","5157","Agricultural Use","4002","Ammonium sulphate","2021","2021","t","2","A","Official figure"
"RFB","Fertilizers by Product","048","Bahrain","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2021","2021","t","32.01","A","Official figure"
"RFB","Fertilizers by Product","048","Bahrain","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2021","2021","t","52.71","A","Official figure"
"RFB","Fertilizers by Product","048","Bahrain","5157","Agricultural Use","4030","Fertilizers n.e.c.","2021","2021","t","205.59","A","Official figure"
"RFB","Fertilizers by Product","048","Bahrain","5157","Agricultural Use","4021","NPK fertilizers","2021","2021","t","753.74","A","Official figure"
"RFB","Fertilizers by Product","048","Bahrain","5157","Agricultural Use","4027","PK compounds","2021","2021","t","7.33","A","Official figure"
"RFB","Fertilizers by Product","048","Bahrain","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2021","2021","t","16","A","Official figure"
"RFB","Fertilizers by Product","048","Bahrain","5157","Agricultural Use","4005","Sodium nitrate","2021","2021","t","1.01","A","Official figure"
"RFB","Fertilizers by Product","050","Bangladesh","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2021","2021","t","1685000","A","Official figure"
"RFB","Fertilizers by Product","050","Bangladesh","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2021","2021","t","790000","A","Official figure"
"RFB","Fertilizers by Product","050","Bangladesh","5157","Agricultural Use","4012","Superphosphates above 35%","2021","2021","t","736000","A","Official figure"
"RFB","Fertilizers by Product","050","Bangladesh","5157","Agricultural Use","4001","Urea","2021","2021","t","2663000","A","Official figure"
"RFB","Fertilizers by Product","060","Bermuda","5157","Agricultural Use","4007","Ammonia, anhydrous","2021","2021","t","0.7","A","Official figure"
"RFB","Fertilizers by Product","060","Bermuda","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","060","Bermuda","5157","Agricultural Use","4002","Ammonium sulphate","2021","2021","t","0.4","A","Official figure"
"RFB","Fertilizers by Product","060","Bermuda","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2021","2021","t","16","A","Official figure"
"RFB","Fertilizers by Product","060","Bermuda","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","060","Bermuda","5157","Agricultural Use","4030","Fertilizers n.e.c.","2021","2021","t","32.19","A","Official figure"
"RFB","Fertilizers by Product","060","Bermuda","5157","Agricultural Use","4023","Monoammonium phosphate (MAP)","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","060","Bermuda","5157","Agricultural Use","4021","NPK fertilizers","2021","2021","t","108.54","A","Official figure"
"RFB","Fertilizers by Product","060","Bermuda","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2021","2021","t","12.2","A","Official figure"
"RFB","Fertilizers by Product","060","Bermuda","5157","Agricultural Use","4026","Other NK compounds","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","060","Bermuda","5157","Agricultural Use","4024","Other NP compounds","2021","2021","t","0.63","A","Official figure"
"RFB","Fertilizers by Product","060","Bermuda","5157","Agricultural Use","4014","Other phosphatic fertilizers, n.e.c.","2021","2021","t","0.02","A","Official figure"
"RFB","Fertilizers by Product","060","Bermuda","5157","Agricultural Use","4018","Other potassic fertilizers, n.e.c.","2021","2021","t","0.19","A","Official figure"
"RFB","Fertilizers by Product","060","Bermuda","5157","Agricultural Use","4011","Phosphate rock","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","060","Bermuda","5157","Agricultural Use","4027","PK compounds","2021","2021","t","23.19","A","Official figure"
"RFB","Fertilizers by Product","060","Bermuda","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","060","Bermuda","5157","Agricultural Use","4025","Potassium nitrate","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","060","Bermuda","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2021","2021","t","0.46","A","Official figure"
"RFB","Fertilizers by Product","060","Bermuda","5157","Agricultural Use","4005","Sodium nitrate","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","060","Bermuda","5157","Agricultural Use","4012","Superphosphates above 35%","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","060","Bermuda","5157","Agricultural Use","4013","Superphosphates, other","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","060","Bermuda","5157","Agricultural Use","4001","Urea","2021","2021","t","0.4","A","Official figure"
"RFB","Fertilizers by Product","060","Bermuda","5157","Agricultural Use","4006","Urea and ammonium nitrate solutions (UAN)","2021","2021","t","0","A","Official figure"
"RFB","Fertilizers by Product","124","Canada","5157","Agricultural Use","4007","Ammonia, anhydrous","2021","2021","t","556000","A","Official figure"
"RFB","Fertilizers by Product","124","Canada","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2021","2021","t","53000","A","Official figure"
"RFB","Fertilizers by Product","124","Canada","5157","Agricultural Use","4002","Ammonium sulphate","2021","2021","t","840000","A","Official figure"
"RFB","Fertilizers by Product","124","Canada","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2021","2021","t","152000","A","Official figure"
"RFB","Fertilizers by Product","124","Canada","5157","Agricultural Use","4030","Fertilizers n.e.c.","2021","2021","t","1023000","A","Official figure"
"RFB","Fertilizers by Product","124","Canada","5157","Agricultural Use","4023","Monoammonium phosphate (MAP)","2021","2021","t","1469000","A","Official figure"
"RFB","Fertilizers by Product","124","Canada","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2021","2021","t","1350000","A","Official figure"
"RFB","Fertilizers by Product","124","Canada","5157","Agricultural Use","4001","Urea","2021","2021","t","3281000","A","Official figure"
"RFB","Fertilizers by Product","124","Canada","5157","Agricultural Use","4006","Urea and ammonium nitrate solutions (UAN)","2021","2021","t","1409000","A","Official figure"
"RFB","Fertilizers by Product","158","China, Taiwan Province of","5157","Agricultural Use","4002","Ammonium sulphate","2021","2021","t","99520","A","Official figure"
"RFB","Fertilizers by Product","158","China, Taiwan Province of","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2021","2021","t","878","A","Official figure"
"RFB","Fertilizers by Product","158","China, Taiwan Province of","5157","Agricultural Use","4021","NPK fertilizers","2021","2021","t","607216","A","Official figure"
"RFB","Fertilizers by Product","158","China, Taiwan Province of","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2021","2021","t","13858","A","Official figure"
"RFB","Fertilizers by Product","158","China, Taiwan Province of","5157","Agricultural Use","4012","Superphosphates above 35%","2021","2021","t","24259","A","Official figure"
